country_DE,country_ES,country_FR,country_IT,customer_segment_Premium,customer_segment_Standard,acquisition_channel_Organic,acquisition_channel_Paid Ads,acquisition_channel_Referral,recency_days,frequency,monetary_total,avg_order_value,recent_30d_spend,prev_30d_spend,spend_trend,tenure_days
-0.574142742875564,-0.5210788604500733,1.9743249944407506,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,1.3321285500988407,-0.6562777210098555,-0.4770969328930537,-1.243983118495628,0.3241295631267738,-0.10985635095668558,-0.025926831953368683,0.3615984580831921,-0.2027897564890526,0.33089823474638885,0.4517720503717
-0.574142742875564,-0.5210788604500733,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,-0.9413028633495693,1.3321285500988407,-0.6562777210098555,-0.4770969328930537,-0.8588784649579025,0.9552946353411814,0.1665731138186789,0.03201644406982546,-0.331379080787171,0.23455459337620857,-0.3485225233852104,1.6953562143409076
-0.574142742875564,1.919095315316124,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,-0.9413028633495693,1.3321285500988407,-0.6562777210098555,-0.4770969328930537,0.16806727780936534,-0.3070355090876337,-0.16273148571142487,0.42350165726091216,-0.331379080787171,-0.2027897564890526,0.05798820261438446,0.5947127588739077
-0.574142742875564,-0.5210788604500733,-0.5065022237046951,2.067540876192119,-0.40800019059867365,1.0623573335807779,-0.7506783034758939,1.5237451584692494,-0.4770969328930537,-1.215456847863204,0.3241295631267738,0.20820218583474856,0.4174388331628201,2.03909975410035,-0.017450848539357532,0.8192635554036599,0.1897140847843191
-0.574142742875564,-0.5210788604500733,1.9743249944407506,-0.4836663746362026,-0.40800019059867365,-0.9413028633495693,-0.7506783034758939,-0.6562777210098555,2.09601012091218,0.7100664198254234,-0.3070355090876337,-0.33154669267808373,-0.04714671629669089,-0.331379080787171,-0.2027897564890526,0.05798820261438446,0.5327717851896178
-0.574142742875564,1.919095315316124,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,-0.9413028633495693,1.3321285500988407,-0.6562777210098555,-0.4770969328930537,-0.6164051645822977,-0.3070355090876337,-0.350000176840431,-0.09859410935764336,-0.331379080787171,0.09696199950013888,-0.22063047391444324,1.1378874511822974
-0.574142742875564,-0.5210788604500733,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,1.3321285500988407,-0.6562777210098555,-0.4770969328930537,1.1807498852604212,-0.9382005813020413,-0.5380144632891279,-0.6227685585241163,-0.331379080787171,-0.2027897564890526,0.05798820261438446,1.414239487619899
-0.574142742875564,-0.5210788604500733,1.9743249944407506,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,1.3321285500988407,-0.6562777210098555,-0.4770969328930537,-1.2725093891280521,-0.3070355090876337,-0.32638965838355566,-0.03276916200692964,0.46493721387964976,-0.2027897564890526,0.37159534480116146,-1.2921045933552349
1.7417271443536018,-0.5210788604500733,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,-0.7506783034758939,-0.6562777210098555,-0.4770969328930537,1.1807498852604212,-0.9382005813020413,-0.5380144632891279,-0.6227685585241163,-0.331379080787171,-0.2027897564890526,0.05798820261438446,-1.6256329131937197
1.7417271443536018,-0.5210788604500733,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,1.3321285500988407,-0.6562777210098555,-0.4770969328930537,-1.0442992240686593,2.8487898519844044,1.2853388910147259,0.22446780329783317,2.548779590381521,-0.2027897564890526,1.1922590142993241,0.9997114329634964
-0.574142742875564,-0.5210788604500733,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,-0.9413028633495693,-0.7506783034758939,-0.6562777210098555,2.09601012091218,-0.4167212701553289,0.3241295631267738,-0.34235782481360033,-0.3500280858828038,-0.331379080787171,-0.2027897564890526,0.05798820261438446,-0.058049809952841064
-0.574142742875564,-0.5210788604500733,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,1.3321285500988407,-0.6562777210098555,-0.4770969328930537,-0.9444572768551749,2.8487898519844044,1.3324356620418614,0.24635171123285118,-0.331379080787171,0.8387138662704845,-0.9100873971952963,-0.8204002552979491
1.7417271443536018,-0.5210788604500733,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,-0.7506783034758939,1.5237451584692494,-0.4770969328930537,-0.6591945705309338,-0.3070355090876337,-0.3844839603761306,-0.19473317719881736,-0.331379080787171,0.0419843971954458,-0.16952889907191204,-1.3683396378897457
-0.574142742875564,-0.5210788604500733,1.9743249944407506,-0.4836663746362026,-0.40800019059867365,-0.9413028633495693,-0.7506783034758939,1.5237451584692494,-0.4770969328930537,-1.3866144716577486,0.9552946353411814,-6.744013221505323e-05,-0.12284540575001154,0.06093411429530853,-0.2027897564890526,0.2124899009671184,0.22306691676816756
-0.574142742875564,-0.5210788604500733,-0.5065022237046951,2.067540876192119,-0.40800019059867365,-0.9413028633495693,-0.7506783034758939,-0.6562777210098555,-0.4770969328930537,-1.2725093891280521,0.3241295631267738,-0.26556150688544783,-0.2429759346650641,0.08361252902892025,0.05575356245734191,-0.01889434692347778,-1.087222911168737
1.7417271443536018,-0.5210788604500733,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,-0.7506783034758939,-0.6562777210098555,2.09601012091218,1.1807498852604212,-0.9382005813020413,-0.5380144632891279,-0.6227685585241163,-0.331379080787171,-0.2027897564890526,0.05798820261438446,-1.2396930002377586
-0.574142742875564,1.919095315316124,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,1.3321285500988407,-0.6562777210098555,-0.4770969328930537,-1.3152987950766883,0.3241295631267738,-0.2366696882474293,-0.2027014602991669,0.8025416558934163,-0.2027897564890526,0.5045515143013687,-0.767988662180473
-0.574142742875564,1.919095315316124,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,-0.9413028633495693,-0.7506783034758939,-0.6562777210098555,-0.4770969328930537,1.1807498852604212,-0.9382005813020413,-0.5380144632891279,-0.6227685585241163,-0.331379080787171,-0.2027897564890526,0.05798820261438446,-1.597044771493278
-0.574142742875564,1.919095315316124,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,1.3321285500988407,-0.6562777210098555,-0.4770969328930537,-0.07440602256623959,0.3241295631267738,0.10108499157250353,0.26812013680409585,-0.331379080787171,-0.2027897564890526,0.05798820261438446,0.1897140847843191
-0.574142742875564,1.919095315316124,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,-0.9413028633495693,-0.7506783034758939,1.5237451584692494,-0.4770969328930537,-1.0442992240686593,-0.3070355090876337,-0.3376978540655328,-0.06429584731700833,0.42238596149287305,-0.2027897564890526,0.3548377112491963,-1.4493393727076633
-0.574142742875564,-0.5210788604500733,-0.5065022237046951,2.067540876192119,2.4509792471730543,-0.9413028633495693,-0.7506783034758939,-0.6562777210098555,2.09601012091218,-1.3580882010253246,1.586459707555589,0.7376991287018323,0.2663879013474981,0.9563807991379166,-0.2027897564890526,0.5651368048353966,0.580418688023687
1.7417271443536018,-0.5210788604500733,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,1.3321285500988407,-0.6562777210098555,-0.4770969328930537,0.16806727780936534,0.9552946353411814,0.8509053514082189,0.6679778213687384,-0.331379080787171,-0.2027897564890526,0.05798820261438446,0.7043006353922671
-0.574142742875564,-0.5210788604500733,1.9743249944407506,-0.4836663746362026,-0.40800019059867365,-0.9413028633495693,1.3321285500988407,-0.6562777210098555,-0.4770969328930537,-0.9159310062227508,-0.3070355090876337,3.0890582352333884,9.489329142910789,-0.331379080787171,5.579863418535746,-5.316976721723634,-1.4636334435578842
-0.574142742875564,-0.5210788604500733,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,1.3321285500988407,-0.6562777210098555,-0.4770969328930537,-1.3010356597604762,1.586459707555589,0.8069152275464618,0.3146306588137449,0.8074514157841981,-0.2027897564890526,0.5064850874035185,0.8186532021940333
-0.574142742875564,1.919095315316124,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,1.3321285500988407,-0.6562777210098555,-0.4770969328930537,1.1807498852604212,-0.9382005813020413,-0.5380144632891279,-0.6227685585241163,-0.331379080787171,-0.2027897564890526,0.05798820261438446,-1.2539870710879795
-0.574142742875564,1.919095315316124,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,-0.7506783034758939,-0.6562777210098555,2.09601012091218,1.1807498852604212,-0.9382005813020413,-0.5380144632891279,-0.6227685585241163,-0.331379080787171,-0.2027897564890526,0.05798820261438446,-1.2015754779705032
1.7417271443536018,-0.5210788604500733,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,-0.7506783034758939,1.5237451584692494,-0.4770969328930537,-0.8018259236930544,0.3241295631267738,0.304508247961477,0.5516870810491441,-0.331379080787171,0.3502552050732924,-0.45606601782859135,0.6375949714245701
-0.574142742875564,-0.5210788604500733,-0.5065022237046951,2.067540876192119,-0.40800019059867365,-0.9413028633495693,-0.7506783034758939,1.5237451584692494,-0.4770969328930537,1.1807498852604212,-0.9382005813020413,-0.5380144632891279,-0.6227685585241163,-0.331379080787171,-0.2027897564890526,0.05798820261438446,0.44224266980488613
-0.574142742875564,1.919095315316124,-0.5065022237046951,-0.4836663746362026,2.4509792471730543,-0.9413028633495693,-0.7506783034758939,1.5237451584692494,-0.4770969328930537,1.1807498852604212,-0.9382005813020413,-0.5380144632891279,-0.6227685585241163,-0.331379080787171,-0.2027897564890526,0.05798820261438446,-0.31534308525681504
-0.574142742875564,1.919095315316124,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,-0.9413028633495693,-0.7506783034758939,-0.6562777210098555,2.09601012091218,1.1807498852604212,-0.9382005813020413,-0.5380144632891279,-0.6227685585241163,-0.331379080787171,-0.2027897564890526,0.05798820261438446,-1.6208682229103126
-0.574142742875564,-0.5210788604500733,1.9743249944407506,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,-0.7506783034758939,-0.6562777210098555,2.09601012091218,-0.7732996530606303,-0.3070355090876337,-0.26295192326653,0.14409207811169852,-0.331379080787171,0.23574329829090468,-0.34962742230072463,-1.0443406986180748
-0.574142742875564,-0.5210788604500733,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,1.3321285500988407,-0.6562777210098555,-0.4770969328930537,-0.70198397647957,0.9552946353411814,0.21186802948989503,0.07410976566515015,-0.331379080787171,0.664964831239076,-0.7485880057109725,0.4898895726389554
1.7417271443536018,-0.5210788604500733,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,-0.7506783034758939,1.5237451584692494,-0.4770969328930537,1.0095922614658766,-0.3070355090876337,-0.04387116516404968,0.7548783001080578,-0.331379080787171,-0.2027897564890526,0.05798820261438446,1.1092993094818557
-0.574142742875564,-0.5210788604500733,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,-0.9413028633495693,1.3321285500988407,-0.6562777210098555,-0.4770969328930537,1.1807498852604212,-0.9382005813020413,-0.5380144632891279,-0.6227685585241163,-0.331379080787171,-0.2027897564890526,0.05798820261438446,1.0568877163643795
-0.574142742875564,-0.5210788604500733,-0.5065022237046951,2.067540876192119,-0.40800019059867365,1.0623573335807779,-0.7506783034758939,1.5237451584692494,-0.4770969328930537,1.1807498852604212,-0.9382005813020413,-0.5380144632891279,-0.6227685585241163,-0.331379080787171,-0.2027897564890526,0.05798820261438446,0.09442027911618056
-0.574142742875564,1.919095315316124,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,-0.7506783034758939,1.5237451584692494,-0.4770969328930537,1.1807498852604212,-0.9382005813020413,-0.5380144632891279,-0.6227685585241163,-0.331379080787171,-0.2027897564890526,0.05798820261438446,-0.4535191034756159
-0.574142742875564,1.919095315316124,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,-0.7506783034758939,-0.6562777210098555,2.09601012091218,-0.34540559357426864,0.3241295631267738,0.28686249206212805,0.5270893375654563,-0.331379080787171,-0.2027897564890526,0.05798820261438446,0.17542001393409828
-0.574142742875564,-0.5210788604500733,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,-0.7506783034758939,-0.6562777210098555,-0.4770969328930537,-0.07440602256623959,-0.3070355090876337,-0.35285829223257914,-0.10656239245799293,-0.331379080787171,-0.2027897564890526,0.05798820261438446,1.414239487619899
-0.574142742875564,-0.5210788604500733,-0.5065022237046951,2.067540876192119,-0.40800019059867365,-0.9413028633495693,-0.7506783034758939,-0.6562777210098555,-0.4770969328930537,-0.8303521943254785,-0.3070355090876337,0.12394991470968812,1.2227550969351046,-0.331379080787171,0.852582090275272,-0.9229778845429619,1.6572386920736522
1.7417271443536018,-0.5210788604500733,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,-0.7506783034758939,-0.6562777210098555,2.09601012091218,-0.08866915788245164,0.9552946353411814,-0.07419204149814222,-0.19173063574071458,-0.331379080787171,-0.2027897564890526,0.05798820261438446,-0.35346060752407044
-0.574142742875564,1.919095315316124,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,-0.9413028633495693,1.3321285500988407,-0.6562777210098555,-0.4770969328930537,1.1807498852604212,-0.9382005813020413,-0.5380144632891279,-0.6227685585241163,-0.331379080787171,-0.2027897564890526,0.05798820261438446,0.07536151798255286
-0.574142742875564,-0.5210788604500733,-0.5065022237046951,2.067540876192119,-0.40800019059867365,1.0623573335807779,-0.7506783034758939,-0.6562777210098555,-0.4770969328930537,1.1807498852604212,-0.9382005813020413,-0.5380144632891279,-0.6227685585241163,-0.331379080787171,-0.2027897564890526,0.05798820261438446,-1.2015754779705032
-0.574142742875564,-0.5210788604500733,-0.5065022237046951,2.067540876192119,-0.40800019059867365,1.0623573335807779,-0.7506783034758939,-0.6562777210098555,2.09601012091218,0.011172789331032749,0.3241295631267738,-0.236856087077352,-0.20296129561765658,-0.331379080787171,-0.2027897564890526,0.05798820261438446,0.21830222648476064
1.7417271443536018,-0.5210788604500733,-0.5065022237046951,-0.4836663746362026,2.4509792471730543,-0.9413028633495693,-0.7506783034758939,1.5237451584692494,-0.4770969328930537,-0.687720841163358,1.586459707555589,1.329453280763098,0.6788331635634175,-0.331379080787171,0.6920078680484115,-0.7737244560389204,0.16589063336728443
-0.574142742875564,1.919095315316124,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,-0.7506783034758939,1.5237451584692494,-0.4770969328930537,0.5103825253984546,-0.3070355090876337,-0.35720759826410875,-0.11868804065417703,-0.331379080787171,-0.2027897564890526,0.05798820261438446,-0.829929635864763
-0.574142742875564,-0.5210788604500733,-0.5065022237046951,2.067540876192119,-0.40800019059867365,1.0623573335807779,-0.7506783034758939,1.5237451584692494,-0.4770969328930537,1.1807498852604212,-0.9382005813020413,-0.5380144632891279,-0.6227685585241163,-0.331379080787171,-0.2027897564890526,0.05798820261438446,0.6518890422747908
1.7417271443536018,-0.5210788604500733,-0.5065022237046951,-0.4836663746362026,-0.40800019059867365,1.0623573335807779,1.3321285500988407,-0.6562777210098555,-0.4770969328930537,-0.27408991699320834,0.3241295631267738,-0.07661522628713742,0.020410466510620524,-0.331379080787171,-0.2027897564890526,0.05798820261438446,-0.18193175732142114
1.7417271443536018,-0.5210788604500733,-0.5065022237046951,-0.4836663746362026,2.4509792471730543,-0.9413028633495693,-0.7506783034758939,1.5237451584692494,-0.4770969328930537,-0.9301941415389628,1.586459707555589,1.5321930747756882,0.8201402709353772,-0.331379080787171,1.2596144648157834,-1.3013136881969452,1.6191211698063968
